transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,heat_type,heat_fuel,front_door_structure,supply_area,total_household_count_of_area_type,room_count,bathroom_count
230000000,1,44.1,1,238.0,600,4,central,-,corridor,60.41,600,2.0,1.0
390000000,0,84.9955,7,867.0,751,8,individual,gas,stairway,110.43,418,3.0,2.0
349000000,0,127.2641,11,1460.0,911,15,individual,gas,stairway,160.57,133,4.0,2.0
333000000,1,84.96,1,215.0,205,4,individual,gas,stairway,106.0,133,3.0,2.0
153000000,1,39.6,11,619.0,1556,12,district,cogeneration,corridor,51.86,630,2.0,1.0
272000000,1,49.5,1,619.0,1556,12,district,cogeneration,corridor,66.29,450,3.0,1.0
325000000,1,59.91,3,,113,1,individual,gas,corridor,82.3,45,2.0,1.0
565000000,1,89.975,2,1020.0,680,8,district,cogeneration,stairway,113.91,296,3.0,2.0
519000000,1,75.2,8,672.0,480,5,individual,gas,stairway,91.03,141,3.0,2.0
420000000,1,122.58,12,878.0,1454,13,central,gas,stairway,141.24,500,4.0,2.0
88000000,0,59.91,18,844.0,851,13,individual,gas,corridor,81.9,395,3.0,1.0
269900000,1,60.0,4,1365.0,964,12,individual,gas,corridor,84.33,207,3.0,1.0
432000000,1,61.59,11,520.0,495,4,individual,gas,corridor,87.37,120,3.0,1.0
390000000,1,114.63,12,432.0,682,5,central,cogeneration,stairway,136.79,204,4.0,2.0
79000000,0,58.59,9,,990,11,individual,gas,stairway,77.65,30,2.0,1.0
1300000000,1,108.88,11,2800.0,1924,27,district,cogeneration,corridor,116.54,192,3.0,1.0
320000000,1,58.46,6,2328.0,2328,18,district,cogeneration,corridor,80.31,528,2.0,1.0
215000000,1,59.855,3,2733.0,2197,30,individual,gas,stairway,82.62,624,3.0,1.0
300000000,1,59.92,15,231.0,196,3,individual,gas,corridor,83.35,14,2.0,1.0
141000000,0,48.86,2,240.0,356,11,individual,gas,stairway,55.04,146,2.0,1.0
170000000,1,59.76,1,2300.0,1981,18,district,cogeneration,corridor,81.14,386,3.0,1.0
628000000,1,84.87,5,3384.0,3404,35,individual,gas,stairway,104.58,1034,3.0,2.0
390000000,1,84.83,10,1126.0,864,22,individual,gas,stairway,103.42,336,3.0,2.0
225000000,0,84.59,10,662.0,588,10,district,cogeneration,stairway,112.64,150,3.0,2.0
461000000,0,115.93,13,1850.0,629,3,individual,gas,,148.88,81,3.0,2.0
248000000,1,59.4,10,782.0,800,6,district,cogeneration,corridor,84.73,306,3.0,1.0
150000000,0,84.9772,4,1265.0,1090,10,individual,gas,stairway,116.27,492,3.0,2.0
752500000,1,84.27,11,55.0,120,1,central,cogeneration,stairway,101.03,105,3.0,2.0
296000000,0,84.24,8,180.0,180,3,individual,gas,stairway,105.1,40,3.0,2.0
265000000,1,59.88,13,2366.0,1971,28,individual,gas,stairway,85.56,115,3.0,1.0
303000000,0,84.9677,12,2675.0,1852,18,individual,gas,stairway,107.98,509,3.0,2.0
350000000,1,83.59,11,261.0,435,4,individual,gas,stairway,101.08,90,3.0,1.0
355000000,1,84.95,13,784.0,778,5,individual,gas,stairway,106.9,251,3.0,2.0
590000000,0,115.95,18,9063.0,5239,48,individual,gas,stairway,144.89,522,4.0,2.0
128000000,0,59.8679,8,223.0,221,3,individual,gas,stairway,82.65,26,3.0,2.0
40000000,0,31.32,3,,108,1,central,-,corridor,41.63,8,2.0,1.0
510000000,1,101.95,16,2251.0,2904,21,individual,gas,stairway,132.88,278,4.0,2.0
518000000,1,123.46,19,2504.0,1983,26,individual,gas,stairway,150.33,275,4.0,2.0
1310000000,1,110.2,9,216.0,177,1,individual,gas,stairway,136.11,15,4.0,2.0
697000000,1,114.75,6,1065.0,833,11,central,gas,stairway,142.24,242,4.0,2.0
368000000,0,84.9056,20,659.0,489,5,individual,gas,stairway,108.83,215,3.0,2.0
136000000,0,59.9942,5,1989.0,1973,18,individual,gas,stairway,83.14,1444,3.0,2.0
370000000,1,54.72,12,738.0,1021,11,central,gas,corridor,75.0,129,3.0,1.0
304000000,1,59.9,6,563.0,478,7,individual,gas,corridor,84.85,201,2.0,2.0
880000000,1,84.99,15,7876.0,5563,65,district,cogeneration,stairway,110.3,350,3.0,2.0
500000000,1,102.7,10,2488.0,1244,28,district,cogeneration,stairway,126.48,492,4.0,2.0
492000000,0,101.251,20,524.0,375,4,individual,gas,stairway,127.64,67,4.0,2.0
159000000,1,59.94,5,,250,6,individual,gas,stairway,71.87,120,3.0,1.0
311000000,0,84.5849,22,431.0,388,5,individual,gas,stairway,113.73,144,3.0,2.0
428000000,1,30.9,9,138.0,160,1,individual,gas,corridor,45.35,28,2.0,1.0
330000000,1,59.84,1,212.0,182,2,district,cogeneration,corridor,85.78,92,3.0,1.0
117000000,1,32.76,7,519.0,474,6,individual,gas,corridor,48.19,130,2.0,1.0
1150000000,1,139.54,28,3869.0,1177,4,individual,gas,,185.12,128,3.0,2.0
385000000,1,84.6824,12,856.0,745,9,individual,gas,stairway,114.6,231,3.0,2.0
1100000000,1,76.79,3,5000.0,4424,28,district,cogeneration,corridor,101.52,13,3.0,1.0
790000000,1,96.75,2,1468.0,1480,25,central,gas,corridor,105.15,648,3.0,1.0
388000000,1,84.22,8,460.0,442,3,individual,gas,stairway,106.16,70,3.0,2.0
405000000,1,83.37,11,100.0,110,2,individual,gas,stairway,111.71,28,3.0,2.0
333000000,1,84.87,7,1252.0,1668,18,district,cogeneration,stairway,105.99,1180,3.0,2.0
615000000,1,81.05,15,2073.0,1786,24,individual,gas,stairway,100.78,1178,3.0,2.0
403000000,1,84.97,7,2772.0,3322,32,individual,gas,stairway,113.67,876,3.0,2.0
295000000,1,60.0,2,167.0,126,1,individual,gas,,80.63,34,3.0,1.0
360000000,1,114.84,3,3146.0,2810,25,individual,gas,stairway,129.52,799,4.0,2.0
720000000,1,84.96,9,2924.0,2397,31,individual,gas,stairway,112.21,660,3.0,2.0
605000000,1,109.7,14,981.0,1550,12,district,cogeneration,stairway,131.01,120,3.0,2.0
96500000,1,39.84,7,937.0,1609,16,district,cogeneration,corridor,54.53,534,2.0,1.0
395000000,1,84.75,12,500.0,476,3,individual,gas,stairway,103.83,446,3.0,2.0
43790000,0,59.5955,3,87.0,114,1,individual,gas,stairway,77.34,104,3.0,1.0
317000000,0,145.918,5,1578.0,922,9,individual,gas,stairway,178.06,100,4.0,2.0
805000000,1,121.53,7,2040.0,1302,18,individual,gas,stairway,155.7,520,4.0,2.0
200000000,0,65.16,2,390.0,390,13,individual,gas,stairway,80.34,300,3.0,1.0
1020000000,1,84.79,8,9766.0,6864,66,district,cogeneration,stairway,108.82,1762,3.0,2.0
250000000,1,59.22,14,810.0,808,6,individual,,corridor,77.89,30,3.0,1.0
566000000,0,126.9004,9,4599.0,2752,14,individual,gas,stairway,166.87,384,4.0,2.0
65000000,0,48.86,3,240.0,356,11,individual,gas,stairway,55.04,146,2.0,1.0
95000000,0,59.46,2,214.0,214,2,individual,gas,stairway,82.65,46,3.0,1.0
189000000,0,59.99,7,481.0,799,6,district,cogeneration,stairway,79.59,494,3.0,1.0
445000000,1,102.79,7,593.0,363,5,district,cogeneration,stairway,121.91,28,3.0,2.0
235000000,0,59.937,25,3958.0,2947,29,individual,gas,stairway,79.38,518,3.0,2.0
171000000,0,79.01,1,390.0,390,13,individual,gas,stairway,96.53,90,3.0,1.0
520000000,1,114.72,11,1352.0,939,15,individual,gas,stairway,140.34,283,4.0,2.0
205000000,1,49.94,3,550.0,1430,14,central,gas,corridor,72.73,210,2.0,1.0
1390000000,1,76.5,6,3930.0,3930,30,district,cogeneration,corridor,112.39,1170,3.0,1.0
320000000,1,54.81,5,2300.0,2400,18,central,gas,corridor,76.44,495,3.0,1.0
228000000,0,95.95,15,581.0,526,6,individual,gas,stairway,118.1,216,3.0,2.0
116000000,0,59.85,19,729.0,1000,9,district,cogeneration,stairway,78.51,1000,3.0,1.0
438000000,1,84.98,3,827.0,684,11,individual,gas,stairway,115.61,457,3.0,2.0
565000000,1,84.38,2,1120.0,2213,26,district,cogeneration,corridor,111.62,75,3.0,1.0
240000000,0,59.806999999999995,18,2269.0,1950,15,individual,gas,stairway,87.22,313,3.0,2.0
203000000,1,84.15,15,630.0,630,8,individual,gas,stairway,105.79,510,3.0,2.0
385000000,0,84.9793,22,2595.0,1564,14,individual,gas,stairway,111.89,298,3.0,2.0
338000000,1,59.97,4,426.0,1747,10,central,gas,corridor,82.56,270,3.0,1.0
323170000,0,129.1454,2,440.0,220,4,individual,gas,stairway,162.26,51,4.0,2.0
130000000,1,45.77,5,2000.0,2654,27,district,cogeneration,corridor,63.65,120,2.0,1.0
380000000,1,84.99700000000001,7,210.0,178,6,individual,gas,stairway,106.12,115,3.0,2.0
1310000000,1,98.3,4,528.0,1056,10,district,cogeneration,corridor,106.15,120,3.0,1.0
1445000000,1,110.39,11,461.0,354,5,district,cogeneration,mixed,142.54,158,4.0,2.0
236000000,0,84.9748,12,4697.0,3462,49,individual,gas,stairway,109.15,543,3.0,2.0
144000000,0,49.94,22,547.0,928,9,district,cogeneration,corridor,67.4,288,2.0,1.0
92600000,0,82.62,2,,110,3,individual,gas,stairway,98.97,1,3.0,2.0
131000000,0,84.99,1,3776.0,3382,35,individual,gas,stairway,104.76,500,3.0,2.0
275000000,0,94.412,6,1018.0,718,8,individual,gas,stairway,121.36,535,3.0,2.0
240000000,0,84.9471,1,327.0,315,5,individual,gas,stairway,113.14,217,3.0,2.0
335000000,1,59.97,8,1610.0,1689,17,individual,gas,stairway,79.74,92,3.0,1.0
280000000,0,84.76,24,1833.0,1812,20,individual,gas,stairway,106.17,876,3.0,2.0
170000000,0,84.99,6,2716.0,2302,24,individual,gas,stairway,107.86,1028,3.0,2.0
127000000,0,84.9961,16,1989.0,1973,18,individual,gas,stairway,114.9,529,3.0,2.0
580000000,1,121.6,11,517.0,855,10,individual,gas,stairway,142.17,75,4.0,2.0
810000000,1,74.3,12,1442.0,990,15,district,cogeneration,stairway,94.91,214,3.0,2.0
573000000,1,84.89299999999999,16,495.0,263,3,individual,gas,,110.43,30,3.0,2.0
680000000,0,126.9004,42,4599.0,2752,14,individual,gas,stairway,166.87,384,4.0,2.0
957000000,1,84.99,21,7876.0,5563,65,district,cogeneration,stairway,109.34,436,3.0,2.0
475000000,1,84.4,10,638.0,527,10,individual,gas,stairway,115.56,138,3.0,2.0
118000000,0,84.7,7,143.0,204,2,individual,gas,mixed,113.43,12,3.0,2.0
89000000,0,41.3,9,2716.0,2716,20,central,gas,corridor,57.29,810,2.0,1.0
430000000,0,128.32,29,2252.0,1895,17,individual,gas,stairway,156.01,172,4.0,2.0
445000000,1,113.91,9,1376.0,1140,15,district,cogeneration,stairway,139.23,423,4.0,2.0
300000000,1,59.94,11,1215.0,1215,10,central,gas,corridor,83.98,610,3.0,1.0
715000000,1,84.95100000000001,2,1239.0,963,14,individual,gas,stairway,111.14,148,3.0,2.0
510000000,1,59.76,2,1065.0,833,11,central,gas,stairway,81.91,240,3.0,1.0
740000000,0,89.49600000000001,40,3728.0,1631,3,individual,gas,stairway,129.43,4,3.0,2.0
405000000,1,59.95,11,421.0,317,4,district,cogeneration,corridor,91.43,101,3.0,1.0
185000000,1,59.98,4,208.0,165,2,central,gas,stairway,78.18,75,3.0,1.0
250000000,1,59.77,17,610.0,532,6,individual,gas,corridor,77.64,174,3.0,1.0
3500000000,1,157.36,5,1120.0,1288,15,district,cogeneration,stairway,170.23,420,5.0,2.0
122100000,0,59.9616,1,454.0,430,7,individual,gas,stairway,78.0,120,3.0,2.0
217500000,1,41.3,13,900.0,900,8,individual,gas,corridor,60.33,120,2.0,1.0
305000000,1,59.93,15,96.0,114,1,individual,gas,stairway,83.06,57,3.0,2.0
485000000,1,59.97,10,1152.0,1161,16,individual,gas,stairway,84.03,168,3.0,2.0
436000000,0,84.6528,10,1405.0,998,6,individual,gas,stairway,115.61,92,3.0,2.0
396050000,0,147.97,5,554.0,252,13,district,cogeneration,stairway,180.87,18,4.0,2.0
270000000,1,59.78,14,454.0,372,2,individual,gas,stairway,85.86,122,3.0,1.0
620000000,1,84.89,9,274.0,232,5,individual,gas,stairway,113.0,0,3.0,2.0
248000000,0,85.0,1,619.0,362,3,individual,gas,stairway,108.11,266,3.0,2.0
325000000,1,59.73,1,554.0,1004,6,district,cogeneration,corridor,84.17,172,3.0,1.0
410000000,1,66.225,1,1920.0,960,13,central,gas,corridor,87.85,300,3.0,1.0
179000000,1,45.77,15,567.0,690,5,district,cogeneration,corridor,63.6,180,1.0,1.0
322000000,1,83.27,9,168.0,183,1,individual,gas,stairway,105.94,138,3.0,2.0
500000000,1,84.17,1,936.0,659,13,district,cogeneration,mixed,106.35,40,3.0,2.0
283000000,0,84.9357,10,482.0,480,6,individual,gas,stairway,107.2,480,3.0,2.0
292000000,0,77.58,4,524.0,470,6,individual,gas,stairway,102.96,67,3.0,2.0
50000000,0,48.51,16,640.0,640,4,individual,gas,corridor,66.94,640,2.0,1.0
300000000,1,114.63,6,802.0,860,8,individual,gas,stairway,141.49,192,4.0,2.0
300000000,0,70.1847,9,3400.0,3160,30,individual,gas,stairway,94.41,384,3.0,2.0
160000000,0,84.98,3,955.0,894,5,individual,gas,stairway,104.42,546,3.0,2.0
768000000,1,104.56,13,984.0,656,11,individual,gas,stairway,127.68,258,4.0,2.0
105000000,0,59.99,18,481.0,799,6,district,cogeneration,stairway,79.59,494,3.0,1.0
550000000,1,84.9406,15,567.0,499,9,individual,gas,stairway,107.51,188,3.0,2.0
540690000,0,134.05,30,3030.0,2100,12,individual,gas,stairway,176.98,105,4.0,2.0
395000000,1,84.84299999999999,12,2733.0,2197,30,individual,gas,stairway,109.94,628,3.0,2.0
750000000,1,148.23,2,900.0,900,8,central,gas,stairway,170.42,180,5.0,2.0
330000000,1,59.96,1,2615.0,2123,21,individual,gas,corridor,86.96,748,3.0,1.0
205000000,0,84.9702,25,1026.0,792,6,individual,gas,stairway,115.7,496,3.0,2.0
318000000,1,59.58,9,2110.0,2496,23,individual,gas,mixed,79.89,522,3.0,1.0
107000000,0,59.6054,6,775.0,846,8,individual,gas,stairway,82.14,327,3.0,1.0
399000000,1,59.54,19,588.0,510,10,individual,gas,corridor,79.37,93,3.0,2.0
215000000,1,59.85,8,550.0,571,4,central,gas,corridor,84.27,167,2.0,1.0
705000000,1,84.78,18,1484.0,853,15,individual,gas,stairway,114.95,273,3.0,2.0
320000000,1,58.32,17,375.0,331,2,individual,gas,corridor,75.55,136,3.0,1.0
400000000,1,84.9,17,815.0,700,10,individual,gas,stairway,107.55,256,3.0,2.0
105000000,0,59.83,4,565.0,702,10,individual,gas,stairway,87.14,310,3.0,1.0
210000000,1,39.98,12,1200.0,800,7,individual,gas,corridor,57.61,325,2.0,1.0
315000000,1,84.96,11,816.0,408,4,individual,gas,stairway,110.25,408,3.0,2.0
820000000,1,155.6,9,744.0,444,7,individual,gas,stairway,178.91,114,4.0,2.0
271000000,1,61.52,7,1999.0,2856,32,district,cogeneration,corridor,85.62,180,2.0,1.0
370000000,0,84.8598,25,1309.0,1048,11,individual,gas,stairway,112.25,567,3.0,2.0
518000000,1,84.77,20,1953.0,1992,16,district,cogeneration,stairway,109.39,586,3.0,2.0
518000000,1,84.9572,17,567.0,499,9,individual,gas,stairway,107.39,84,3.0,2.0
511000000,1,59.99,6,2924.0,2397,31,individual,gas,stairway,85.6,170,3.0,2.0
650000000,1,84.838,10,248.0,217,5,individual,gas,stairway,106.45,217,3.0,2.0
1150000000,1,84.236,16,1291.0,926,12,individual,gas,stairway,109.5,640,3.0,2.0
275000000,0,84.93,8,1548.0,1358,19,district,cogeneration,stairway,102.78,268,3.0,2.0
617500000,1,84.98,11,1415.0,1102,14,individual,gas,stairway,107.12,429,3.0,2.0
440000000,1,84.32,3,464.0,487,3,individual,gas,stairway,103.08,487,3.0,2.0
290000000,1,83.61,10,380.0,353,4,individual,gas,stairway,102.14,380,3.0,2.0
378000000,1,72.3,3,713.0,969,11,central,gas,corridor,79.34,84,3.0,1.0
158400000,0,59.9372,5,1117.0,1111,17,individual,gas,stairway,87.51,164,3.0,2.0
390000000,1,79.35,7,381.0,341,3,individual,gas,stairway,102.31,94,3.0,2.0
479000000,1,84.83,7,2616.0,2283,41,district,cogeneration,corridor,112.52,108,3.0,2.0
1530000000,0,244.8647,21,5755.0,3000,15,individual,gas,stairway,309.36,6,4.0,3.0
450000000,1,84.57,7,880.0,880,6,individual,gas,stairway,107.25,600,3.0,2.0
234000000,0,59.92,13,2919.0,2290,20,individual,gas,stairway,80.67,467,3.0,2.0
294500000,0,59.99,4,481.0,799,6,district,cogeneration,stairway,79.59,494,3.0,1.0
365000000,1,46.26,7,900.0,1316,10,district,cogeneration,corridor,74.69,252,2.0,1.0
214500000,0,98.68,14,450.0,474,3,central,gas,stairway,121.95,120,3.0,1.0
117000000,1,57.84,2,210.0,261,4,individual,gas,stairway,71.25,12,2.0,1.0
192000000,0,84.89,7,885.0,1044,12,individual,gas,stairway,105.42,684,3.0,2.0
95000000,0,59.03,2,39.0,150,1,individual,gas,stairway,71.07,75,3.0,1.0
290000000,1,84.88,12,1188.0,952,7,individual,gas,stairway,108.13,473,3.0,2.0
250000000,1,49.92,5,237.0,293,1,individual,gas,corridor,63.82,150,1.0,1.0
660000000,1,115.681,13,693.0,558,8,individual,gas,stairway,144.17,80,4.0,2.0
246000000,0,84.42,4,383.0,394,4,individual,gas,stairway,105.79,132,3.0,2.0
410000000,1,114.6,11,217.0,193,2,individual,gas,stairway,144.49,48,4.0,2.0
660000000,0,106.3407,5,3911.0,2369,21,,,stairway,141.71,0,3.0,2.0
319000000,1,59.958,12,1616.0,1378,19,individual,gas,stairway,85.31,444,3.0,1.0
222000000,0,84.992,6,884.0,882,11,individual,gas,stairway,109.92,448,3.0,2.0
135000000,0,84.97,6,434.0,444,4,individual,gas,stairway,102.53,180,3.0,2.0
360000000,1,84.97,2,534.0,452,6,individual,gas,stairway,109.55,168,3.0,2.0
330000000,1,48.26,1,190.0,380,4,district,gas,corridor,61.94,156,2.0,1.0
360330000,1,84.74,12,831.0,748,10,district,cogeneration,stairway,110.52,80,3.0,2.0
852500000,1,84.3884,18,4580.0,3885,51,individual,gas,stairway,110.94,167,3.0,2.0
310000000,0,84.9885,15,829.0,703,7,individual,gas,stairway,110.33,254,3.0,2.0
155000000,0,84.98,13,,1258,15,individual,gas,stairway,107.97,198,3.0,2.0
965000000,1,84.99,6,7876.0,5563,65,district,cogeneration,stairway,109.35,828,3.0,2.0
430000000,0,125.4155,50,4599.0,2752,14,individual,gas,stairway,166.76,470,4.0,2.0
358000000,0,85.0,8,619.0,362,3,individual,gas,stairway,108.11,266,3.0,2.0
320000000,0,101.86,6,1556.0,1102,17,district,cogeneration,stairway,131.93,28,4.0,2.0
388000000,1,84.65,6,537.0,436,11,district,cogeneration,stairway,105.95,436,3.0,2.0
340000000,1,59.94,1,4329.0,5150,42,individual,gas,corridor,85.9,864,3.0,1.0
89500000,0,52.449,22,479.0,531,4,individual,gas,stairway,76.44,46,2.0,1.0
114000000,0,59.9942,7,1989.0,1973,18,individual,gas,stairway,83.14,1444,3.0,2.0
250000000,1,59.88,16,2366.0,1971,28,individual,gas,stairway,85.56,115,3.0,1.0
338000000,1,84.76,14,4804.0,3830,54,individual,gas,stairway,109.28,760,3.0,2.0
895000000,1,59.92,8,1025.0,991,8,individual,gas,stairway,86.94,185,3.0,1.0
250000000,1,59.89,5,349.0,278,5,individual,gas,corridor,84.84,134,2.0,1.0
692000000,1,72.84,17,306.0,300,3,individual,gas,corridor,98.23,20,3.0,1.0
119000000,0,59.99,9,1849.0,1691,16,individual,gas,stairway,80.81,441,3.0,1.0
685000000,0,111.023,3,3728.0,1631,3,individual,gas,stairway,163.98,50,4.0,2.0
360000000,1,59.54,8,329.0,314,4,individual,gas,corridor,82.23,72,3.0,1.0
135000000,1,39.6,2,329.0,609,5,central,gas,corridor,55.38,106,2.0,1.0
132000000,0,59.9942,5,1989.0,1973,18,individual,gas,stairway,83.14,1444,3.0,2.0
91000000,0,49.42,6,340.0,720,5,individual,gas,corridor,69.02,720,2.0,1.0
551080000,1,116.23,9,311.0,120,3,individual,gas,stairway,147.5,13,3.0,2.0
540000000,1,58.76,3,349.0,277,3,district,cogeneration,corridor,84.1,26,2.0,1.0
620000000,1,65.08,13,1444.0,1848,36,district,cogeneration,corridor,84.64,480,2.0,1.0
167000000,0,126.65,5,728.0,710,9,individual,gas,stairway,152.17,132,4.0,2.0
565000000,1,84.33,10,413.0,412,5,district,cogeneration,stairway,102.93,1,3.0,1.0
281000000,1,59.34,5,2084.0,1830,16,individual,gas,corridor,80.32,336,2.0,1.0
760000000,1,84.99,16,4418.0,2603,37,district,cogeneration,stairway,111.24,383,3.0,2.0
166000000,1,34.44,5,297.0,1005,6,district,cogeneration,corridor,46.87,300,2.0,1.0
130000000,1,41.3,6,2123.0,2136,17,district,cogeneration,corridor,58.59,540,2.0,1.0
227500000,1,59.79,1,517.0,499,5,individual,gas,corridor,83.72,257,2.0,1.0
268000000,0,84.03399999999999,10,655.0,655,10,district,cogeneration,stairway,105.87,134,3.0,1.0
137000000,0,59.98,18,1427.0,1420,13,individual,gas,stairway,81.65,292,3.0,2.0
230000000,0,84.91,4,1500.0,1963,15,central,gas,stairway,104.36,104,3.0,1.0
324000000,1,84.84299999999999,18,2733.0,2197,30,individual,gas,stairway,109.94,628,3.0,2.0
450000000,1,59.91,14,735.0,915,8,district,gas,corridor,81.11,117,2.0,1.0
1020000000,1,84.43,1,5000.0,4424,28,district,cogeneration,corridor,115.54,11,4.0,2.0
1525000000,1,82.23,4,448.0,224,2,district,cogeneration,corridor,113.96,224,3.0,1.0
325000000,0,101.86,5,1576.0,1112,17,central,gas,stairway,131.86,116,3.0,2.0
260000000,0,95.53,7,400.0,360,4,individual,gas,stairway,112.08,180,3.0,2.0
130000000,0,61.02,5,,157,5,individual,gas,stairway,72.55,15,2.0,1.0
98000000,1,38.0,4,823.0,2646,28,district,cogeneration,corridor,59.08,28,2.0,1.0
700000000,1,59.69,5,1767.0,1264,26,individual,gas,stairway,80.87,17,3.0,2.0
439000000,1,84.87,10,3384.0,3404,35,individual,gas,stairway,104.58,1034,3.0,2.0
198000000,0,85.0,3,637.0,613,8,individual,gas,stairway,102.83,299,3.0,2.0
671000000,0,89.49600000000001,21,3728.0,1631,3,individual,gas,stairway,132.58,1,3.0,2.0
765000000,0,111.07,15,3942.0,1788,3,central,cogeneration,stairway,162.69,336,3.0,2.0
191500000,0,84.9825,3,498.0,1153,11,individual,gas,stairway,101.52,748,3.0,1.0
199500000,0,60.69,8,432.0,432,3,individual,gas,corridor,79.34,131,2.0,1.0
190000000,0,59.57,13,1440.0,1780,16,individual,gas,stairway,80.94,93,3.0,1.0
320000000,1,84.94,1,3481.0,2678,25,individual,gas,stairway,102.02,2254,3.0,2.0
207000000,0,53.76,2,424.0,424,4,individual,gas,corridor,70.6,92,2.0,1.0
232410000,1,59.91,7,891.0,812,15,individual,gas,stairway,78.62,44,3.0,2.0
625000000,1,84.985,1,1080.0,982,14,central,gas,stairway,104.05,408,3.0,2.0
328000000,1,59.96,1,249.0,232,2,individual,gas,corridor,84.58,156,3.0,1.0
370000000,0,134.96,11,592.0,546,4,individual,gas,stairway,161.25,396,4.0,2.0
460000000,1,84.66,3,1299.0,1080,8,central,gas,mixed,109.43,135,3.0,2.0
297000000,1,43.58,8,213.0,336,1,individual,gas,corridor,58.54,105,1.0,1.0
440000000,1,59.84,15,1010.0,919,14,district,cogeneration,stairway,79.38,383,3.0,2.0
340000000,0,125.16,13,1346.0,988,12,individual,gas,stairway,155.62,216,4.0,2.0
785000000,1,84.9,9,9766.0,6864,66,district,cogeneration,stairway,109.62,1978,3.0,2.0
530000000,0,84.69200000000001,10,1100.0,1076,11,individual,gas,stairway,106.1,168,3.0,1.0
84000000,0,41.85,9,551.0,1484,14,individual,gas,corridor,57.11,836,2.0,1.0
248000000,0,84.99,20,876.0,819,8,individual,gas,stairway,108.08,323,3.0,2.0
225000000,0,84.75,5,200.0,199,1,individual,gas,stairway,108.26,88,3.0,2.0
102000000,0,37.65,5,217.0,358,1,individual,gas,stairway,62.81,151,1.0,1.0
325000000,1,83.40899999999999,5,223.0,237,2,individual,gas,stairway,104.74,81,3.0,2.0
375000000,0,84.6389,31,4599.0,2752,14,individual,gas,stairway,113.65,772,3.0,2.0
179000000,1,59.62,6,192.0,198,1,individual,gas,corridor,82.26,118,3.0,1.0
775000000,1,121.04,6,453.0,648,9,district,cogeneration,mixed,143.74,264,4.0,2.0
209000000,1,39.84,10,560.0,1070,12,district,cogeneration,corridor,54.07,420,2.0,1.0
195000000,1,31.95,2,,830,18,individual,gas,stairway,37.35,440,1.0,1.0
620000000,0,151.9156,22,4599.0,2752,14,individual,gas,stairway,197.66,480,4.0,2.0
123500000,0,58.74,9,350.0,450,2,individual,gas,stairway,74.8,90,3.0,1.0
285000000,1,84.94,2,3481.0,2678,25,individual,gas,stairway,102.02,2254,3.0,2.0
135000000,1,59.69,15,561.0,561,2,central,gas,corridor,83.21,215,2.0,1.0
1360000000,1,157.304,8,892.0,534,10,district,cogeneration,stairway,189.8,50,4.0,2.0
350000000,1,59.96,14,3384.0,3404,35,individual,gas,corridor,83.76,705,3.0,1.0
122000000,0,84.97,4,516.0,1118,14,individual,gas,stairway,101.97,818,3.0,2.0
384000000,0,84.984,34,400.0,381,2,individual,gas,stairway,116.9,57,3.0,2.0
439000000,1,84.4516,9,3210.0,2061,25,individual,gas,stairway,112.09,890,3.0,2.0
444500000,0,133.1457,14,440.0,220,4,individual,gas,stairway,163.75,56,4.0,2.0
352500000,1,78.941,13,211.0,199,3,individual,gas,stairway,99.39,86,3.0,2.0
500000000,1,84.87,3,1990.0,1252,13,central,,stairway,108.76,688,3.0,2.0
710000000,1,61.19,2,912.0,940,6,district,cogeneration,corridor,85.39,190,3.0,1.0
295000000,1,67.21,8,,228,3,individual,gas,corridor,90.91,156,3.0,1.0
188000000,0,134.96,23,984.0,546,5,individual,gas,stairway,161.0,396,4.0,2.0
258000000,1,59.94,9,174.0,410,5,individual,gas,corridor,82.91,130,3.0,1.0
504000000,1,84.9956,6,778.0,662,15,individual,gas,stairway,110.73,343,3.0,2.0
648000000,1,84.89299999999999,13,195.0,165,3,individual,gas,stairway,105.96,90,3.0,2.0
99000000,1,27.0,11,840.0,1200,4,district,cogeneration,corridor,35.39,540,1.0,1.0
694000000,1,101.61,6,492.0,378,9,district,cogeneration,stairway,133.73,10,4.0,2.0
745000000,1,114.86,2,1344.0,1012,15,individual,gas,stairway,143.24,162,4.0,2.0
220000000,0,59.4,25,1440.0,1780,16,individual,gas,stairway,80.71,857,3.0,1.0
467000000,1,84.98,11,827.0,684,11,individual,gas,stairway,115.61,457,3.0,2.0
126000000,0,84.26,8,140.0,302,3,individual,gas,stairway,103.78,282,3.0,2.0
379000000,1,79.2,13,494.0,824,8,individual,gas,stairway,97.97,228,3.0,1.0
290000000,1,84.87,1,4932.0,4509,31,central,gas,stairway,109.64,986,3.0,2.0
352500000,0,145.918,21,2381.0,1391,14,individual,gas,stairway,179.62,93,4.0,2.0
345000000,1,84.93,12,421.0,440,6,district,cogeneration,stairway,116.49,86,3.0,2.0
362500000,1,59.98,2,3310.0,2517,42,district,cogeneration,stairway,79.93,185,3.0,2.0
210000000,1,41.34,12,434.0,619,3,individual,gas,mixed,57.86,237,2.0,1.0
300000000,1,114.98,10,242.0,252,3,individual,gas,stairway,136.33,36,4.0,2.0
222000000,0,84.93,6,702.0,848,11,individual,gas,stairway,102.91,160,3.0,2.0
100000000,1,39.84,11,560.0,1070,12,district,cogeneration,corridor,54.07,420,2.0,1.0
